GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SF,ARI
2023100112,2023-10-01,1,9,10,SF,ARI,2,1,99,1,0,"(9:10) 23-C.MCCAFFREY UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,350,0,0
2023100112,2023-10-01,1,9,7,ARI,SF,0,0,65,1,0,4-J.MOODY KICKS 62 YARDS FROM SF 35 TO ARI 3. 83-G.DORTCH TO ARI 16 FOR 13 YARDS (27-J.BROWN).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,353,0,0
2023100112,2023-10-01,1,9,7,SF,ARI,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,353,0,0
2023100112,2023-10-01,1,9,3,ARI,SF,1,10,16,0,0,(9:03) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 4-R.MOORE.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,357,0,0
2023100112,2023-10-01,1,8,59,ARI,SF,2,10,16,0,0,"(8:59) 6-J.CONNER UP THE MIDDLE TO ARI 12 FOR -4 YARDS (97-N.BOSA). PENALTY ON SF-98-J.HARGRAVE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT ARI 16 - NO PLAY.",0,2023,-4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,16,OWN,1,SF,1,DEFENSIVE HOLDING,5,361,0,0
2023100112,2023-10-01,1,8,40,ARI,SF,1,10,21,0,0,"(8:40) PENALTY ON ARI-74-D.HUMPHRIES, FALSE START, 5 YARDS, ENFORCED AT ARI 21 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,ARI,1,FALSE START,5,380,0,0
2023100112,2023-10-01,1,8,26,ARI,SF,1,15,16,0,0,"(8:26) 9-J.DOBBS PASS SHORT LEFT TO 6-J.CONNER PUSHED OB AT ARI 20 FOR 4 YARDS (57-D.GREENLAW, 54-F.WARNER).",0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,394,0,0
2023100112,2023-10-01,1,7,44,ARI,SF,2,11,20,0,0,(7:44) (SHOTGUN) 9-J.DOBBS LEFT TACKLE TO ARI 23 FOR 3 YARDS (57-D.GREENLAW).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,20,OWN,0,,0,,0,436,0,0
2023100112,2023-10-01,1,7,2,ARI,SF,3,8,23,1,0,(7:02) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 2-M.BROWN TO ARI 34 FOR 11 YARDS (26-I.OLIVER) [97-N.BOSA].,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,478,0,0
2023100112,2023-10-01,1,6,21,ARI,SF,1,10,34,0,0,"(6:21) 9-J.DOBBS FUMBLES (ABORTED) AT ARI 33, AND RECOVERS AT ARI 32. 9-J.DOBBS TO ARI 32 FOR NO GAIN (97-N.BOSA).",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,34,OWN,0,,0,,0,519,0,0
2023100112,2023-10-01,1,5,48,ARI,SF,2,12,32,0,0,"(5:48) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 14-MI.WILSON TO ARI 36 FOR 4 YARDS (2-D.LENOIR, 29-T.HUFANGA).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,552,0,0
2023100112,2023-10-01,1,5,4,ARI,SF,3,8,36,0,0,(5:04) (SHOTGUN) 9-J.DOBBS PASS SHORT RIGHT TO 86-Z.ERTZ TO ARI 36 FOR NO GAIN (57-D.GREENLAW).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,596,0,0
2023100112,2023-10-01,1,4,33,ARI,SF,4,8,36,0,0,"(4:33) 16-N.COONEY PUNTS 48 YARDS TO SF 16, CENTER-46-A.BREWER. 3-R.MCCLOUD TO SF 25 FOR 9 YARDS (0-Z.PASCAL; 47-E.TURNER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,627,0,0
2023100112,2023-10-01,1,4,23,SF,ARI,1,10,25,0,0,(4:23) (SHOTGUN) 23-C.MCCAFFREY RIGHT TACKLE TO SF 30 FOR 5 YARDS (22-K.WALLACE).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,637,0,0
2023100112,2023-10-01,1,4,23,SF,ARI,0,0,100,1,0,TIMEOUT AT 04:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,637,0,0
2023100112,2023-10-01,1,3,45,SF,ARI,2,5,30,1,0,(3:45) (SHOTGUN) 23-C.MCCAFFREY UP THE MIDDLE TO SF 42 FOR 12 YARDS (13-K.CLARK).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,30,OWN,0,,0,,0,675,0,0
2023100112,2023-10-01,1,3,5,SF,ARI,1,10,42,1,0,(3:05) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 24-J.MASON TO ARI 45 FOR 13 YARDS (34-J.THOMPSON).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,715,0,0
2023100112,2023-10-01,1,2,24,SF,ARI,1,10,55,0,0,"(2:24) (SHOTGUN) 24-J.MASON UP THE MIDDLE TO ARI 41 FOR 4 YARDS (25-Z.COLLINS, 92-K.STRONG).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OPP,0,,0,,0,756,0,0
2023100112,2023-10-01,1,1,47,SF,ARI,2,6,59,0,0,(1:47) (SHOTGUN) 23-C.MCCAFFREY RIGHT END TO ARI 39 FOR 2 YARDS (45-D.GARDECK).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,41,OPP,0,,0,,0,793,0,0
2023100112,2023-10-01,1,1,4,SF,ARI,3,4,61,0,0,(1:04) (SHOTGUN) 23-C.MCCAFFREY RIGHT GUARD TO ARI 39 FOR NO GAIN (47-E.TURNER).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,39,OPP,0,,0,,0,836,0,0
2023100112,2023-10-01,1,0,26,SF,ARI,4,4,61,1,0,(:26) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 85-G.KITTLE TO ARI 30 FOR 9 YARDS (22-K.WALLACE; 45-D.GARDECK).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,874,0,0
2023100112,2023-10-01,1,0,0,SF,ARI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023100112,2023-10-01,2,15,0,SF,ARI,1,10,70,1,0,(15:00) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 23-C.MCCAFFREY TO ARI 18 FOR 12 YARDS (7-K.WHITE; 47-E.TURNER).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,900,0,0
2023100112,2023-10-01,2,14,21,SF,ARI,1,10,82,1,0,"(14:21) (SHOTGUN) 23-C.MCCAFFREY RIGHT END FOR 18 YARDS, TOUCHDOWN.",0,2023,18,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT END,18,OPP,0,,0,,0,939,0,0
2023100112,2023-10-01,2,14,14,SF,ARI,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,946,0,0
2023100112,2023-10-01,2,14,14,ARI,SF,1,10,40,0,0,(14:14) 6-J.CONNER RIGHT END TO ARI 46 FOR 6 YARDS (54-F.WARNER; 48-O.BURKS).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,40,OWN,0,,0,,0,946,0,0
2023100112,2023-10-01,2,14,14,ARI,SF,0,0,65,1,0,"4-J.MOODY KICKS 50 YARDS FROM SF 35 TO ARI 15, OUT OF BOUNDS.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,946,0,0
2023100112,2023-10-01,2,14,14,SF,ARI,0,0,100,1,0,TIMEOUT AT 14:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,946,0,0
2023100112,2023-10-01,2,13,34,ARI,SF,2,4,46,0,0,(13:34) 6-J.CONNER RIGHT GUARD TO ARI 46 FOR NO GAIN (54-F.WARNER).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,46,OWN,0,,0,,0,986,0,0
2023100112,2023-10-01,2,12,54,ARI,SF,3,4,46,0,0,"(12:54) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 2-M.BROWN (7-C.WARD). PENALTY ON SF-7-C.WARD, DEFENSIVE PASS INTERFERENCE, 6 YARDS, ENFORCED AT ARI 46 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,46,OWN,1,SF,1,DEFENSIVE PASS INTERFERENCE,6,1026,0,0
2023100112,2023-10-01,2,12,50,ARI,SF,1,10,52,0,0,(12:50) (SHOTGUN) 6-J.CONNER LEFT TACKLE TO SF 48 FOR NO GAIN (98-J.HARGRAVE).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,48,OPP,0,,0,,0,1030,0,0
2023100112,2023-10-01,2,12,16,ARI,SF,2,10,52,0,0,"(12:16) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 2-M.BROWN. PENALTY ON ARI-70-P.JOHNSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT SF 48 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,48,OPP,1,ARI,1,OFFENSIVE HOLDING,10,1064,0,0
2023100112,2023-10-01,2,12,12,ARI,SF,2,20,42,0,0,(12:12) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT MIDDLE TO 2-M.BROWN [91-A.ARMSTEAD].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1068,0,0
2023100112,2023-10-01,2,12,9,ARI,SF,3,20,42,0,0,(12:09) (SHOTGUN) 9-J.DOBBS PASS SHORT MIDDLE TO 31-E.DEMERCADO TO SF 45 FOR 13 YARDS (29-T.HUFANGA).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1071,0,0
2023100112,2023-10-01,2,11,25,ARI,SF,4,7,55,0,0,"(11:25) (SHOTGUN) 9-J.DOBBS SCRAMBLES LEFT END PUSHED OB AT SF 39 FOR 6 YARDS (57-D.GREENLAW). THE REPLAY OFFICIAL REVIEWED THE SHORT OF THE LINE TO GAIN RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 9-J.DOBBS SCRAMBLES LEFT END PUSHED OB AT SF 37 FOR 8 YARDS (57-D.GREENLAW).",0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1115,0,0
2023100112,2023-10-01,2,11,18,SF,ARI,0,0,100,1,0,TIMEOUT AT 11:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1122,0,0
2023100112,2023-10-01,2,11,3,ARI,SF,1,10,63,0,0,(11:03) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE DEEP LEFT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,1137,0,0
2023100112,2023-10-01,2,10,58,ARI,SF,2,10,63,0,0,(10:58) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO SF 34 FOR 3 YARDS (99-J.KINLAW).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OPP,0,,0,,0,1142,0,0
2023100112,2023-10-01,2,10,20,ARI,SF,3,7,66,1,0,(10:20) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 0-Z.PASCAL TO SF 25 FOR 9 YARDS (2-D.LENOIR) [97-N.BOSA].,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1180,0,0
2023100112,2023-10-01,2,9,46,ARI,SF,1,10,75,0,0,(9:46) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 0-Z.PASCAL PUSHED OB AT SF 20 FOR 5 YARDS (2-D.LENOIR; 57-D.GREENLAW).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1214,0,0
2023100112,2023-10-01,2,9,8,ARI,SF,2,5,80,0,0,"(9:08) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO SF 20 FOR NO GAIN (29-T.HUFANGA, 95-D.JACKSON).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OPP,0,,0,,0,1252,0,0
2023100112,2023-10-01,2,8,21,ARI,SF,3,5,80,0,0,(8:21) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 86-Z.ERTZ.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1299,0,0
2023100112,2023-10-01,2,8,17,ARI,SF,4,5,80,0,0,"(8:17) 5-M.PRATER 38 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-16-N.COONEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1303,0,0
2023100112,2023-10-01,2,8,14,SF,ARI,0,0,100,1,0,TIMEOUT AT 08:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1306,0,0
2023100112,2023-10-01,2,8,14,SF,ARI,1,10,25,1,0,(8:14) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 11-B.AIYUK TO SF 36 FOR 11 YARDS (20-MA.WILSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1306,0,0
2023100112,2023-10-01,2,8,14,SF,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1306,0,0
2023100112,2023-10-01,2,7,43,SF,ARI,1,10,36,1,0,(7:43) 13-B.PURDY PASS DEEP MIDDLE TO 11-B.AIYUK TO ARI 22 FOR 42 YARDS (20-MA.WILSON).,0,2023,42,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1337,0,0
2023100112,2023-10-01,2,6,54,SF,ARI,1,10,78,1,0,(6:54) 13-B.PURDY PASS SHORT LEFT TO 3-R.MCCLOUD PUSHED OB AT ARI 8 FOR 14 YARDS (13-K.CLARK).,0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,1386,0,0
2023100112,2023-10-01,2,6,11,SF,ARI,1,8,92,0,0,(6:11) 23-C.MCCAFFREY RIGHT TACKLE TO ARI 6 FOR 2 YARDS (98-R.LOPEZ).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,8,OPP,0,,0,,0,1429,0,0
2023100112,2023-10-01,2,5,29,SF,ARI,2,6,94,1,0,"(5:29) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 23-C.MCCAFFREY FOR 6 YARDS, TOUCHDOWN.",0,2023,6,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1471,0,0
2023100112,2023-10-01,2,5,22,ARI,SF,1,10,13,0,0,(5:22) 6-J.CONNER LEFT TACKLE TO ARI 21 FOR 8 YARDS (20-A.THOMAS; 31-T.GIPSON).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,13,OWN,0,,0,,0,1478,0,0
2023100112,2023-10-01,2,5,22,SF,ARI,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1478,0,0
2023100112,2023-10-01,2,5,22,SF,ARI,0,0,100,1,0,TIMEOUT AT 05:22.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1478,0,0
2023100112,2023-10-01,2,5,22,ARI,SF,0,0,65,0,0,"4-J.MOODY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK. PENALTY ON ARI-29-K.BOYD, UNNECESSARY ROUGHNESS, 12 YARDS, ENFORCED AT ARI 25.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,ARI,0,UNNECESSARY ROUGHNESS,12,1478,0,0
2023100112,2023-10-01,2,4,51,ARI,SF,2,2,21,0,0,"(4:51) PENALTY ON ARI-65-E.WILKINSON, FALSE START, 5 YARDS, ENFORCED AT ARI 21 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,ARI,1,FALSE START,5,1509,0,0
2023100112,2023-10-01,2,4,34,ARI,SF,2,7,16,0,0,(4:34) (SHOTGUN) 9-J.DOBBS SCRAMBLES UP THE MIDDLE TO ARI 21 FOR 5 YARDS (54-F.WARNER).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1526,0,0
2023100112,2023-10-01,2,3,48,ARI,SF,3,2,21,0,0,(3:48) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT MIDDLE TO 4-R.MOORE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1572,0,0
2023100112,2023-10-01,2,2,51,ARI,SF,1,10,23,0,0,"(2:51) 6-J.CONNER RIGHT TACKLE TO ARI 32 FOR 9 YARDS (54-F.WARNER, 31-T.GIPSON).",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,23,OWN,0,,0,,0,1629,0,0
2023100112,2023-10-01,2,2,14,ARI,SF,2,1,32,1,0,(2:14) (SHOTGUN) 9-J.DOBBS SCRAMBLES RIGHT END PUSHED OB AT ARI 37 FOR 5 YARDS (90-K.GIVENS).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1666,0,0
2023100112,2023-10-01,2,2,0,ARI,SF,1,10,37,0,0,(2:00) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 6-J.CONNER [97-N.BOSA].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,1680,0,0
2023100112,2023-10-01,2,2,0,ARI,SF,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
