GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,JAX,ATL
2023100100,2023-10-01,2,7,24,ATL,JAX,2,3,31,1,0,(7:24) 25-T.ALLGEIER RIGHT TACKLE TO ATL 35 FOR 4 YARDS (95-R.ROBERTSON-HARRIS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,31,OWN,0,,0,,0,4,1356,0,0
2023100100,2023-10-01,2,6,39,ATL,JAX,1,10,35,1,0,(6:39) (SHOTGUN) 9-D.RIDDER PASS SHORT LEFT TO 12-K.HODGE TO ATL 45 FOR 10 YARDS (31-DARI.WILLIAMS) [95-R.ROBERTSON-HARRIS].,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,4,1401,0,0
2023100100,2023-10-01,2,6,2,ATL,JAX,1,10,45,0,0,(6:02) 7-B.ROBINSON LEFT GUARD TO JAX 47 FOR 8 YARDS (48-C.MUMA).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0,4,1438,0,0
2023100100,2023-10-01,2,5,21,ATL,JAX,2,2,53,1,0,(5:21) (SHOTGUN) 7-B.ROBINSON LEFT GUARD TO JAX 45 FOR 2 YARDS (5-A.CISCO).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,47,OPP,0,,0,,0,4,1479,0,0
2023100100,2023-10-01,2,4,42,ATL,JAX,1,10,55,1,0,"(4:42) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT INTENDED FOR 5-D.LONDON INTERCEPTED BY 31-DARI.WILLIAMS AT JAX 39. 31-DARI.WILLIAMS FOR 61 YARDS, TOUCHDOWN.",0,2023,61,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,1,0,0,0,0,,45,OPP,0,,0,,0,4,1518,0,0
2023100100,2023-10-01,2,4,31,JAX,ATL,0,0,100,1,0,TIMEOUT AT 04:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1529,0,0
2023100100,2023-10-01,2,4,31,JAX,ATL,0,0,85,1,0,"10-B.MCMANUS EXTRA POINT IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,4,1529,0,0
2023100100,2023-10-01,2,4,31,ATL,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,4,1529,0,0
2023100100,2023-10-01,2,4,31,ATL,JAX,1,10,25,1,0,"(4:31) (SHOTGUN) 9-D.RIDDER PASS SHORT MIDDLE INTENDED FOR 8-K.PITTS INTERCEPTED BY 5-A.CISCO AT ATL 38. 5-A.CISCO TO ATL 20 FOR 18 YARDS (40-K.SMITH). FUMBLES (40-K.SMITH), RECOVERED BY JAX-23-F.OLUOKUN AT ATL 16.",0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,1,0,0,0,,25,OWN,0,,0,,0,4,1529,0,0
2023100100,2023-10-01,2,4,20,JAX,ATL,1,10,84,0,0,(4:20) 73-B.HANCE REPORTED IN AS ELIGIBLE.  1-T.ETIENNE RIGHT GUARD TO ATL 14 FOR 2 YARDS (53-N.LANDMAN).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,16,OPP,0,,0,,0,4,1540,0,0
